Date,Product_Name,Category,Units_Sold,Revenue,Region,Store
2022-03-01,Product A,Electronics,315,24716.9,North,Store5
2022-03-01,Product B,Clothing,285,11266.56,South,Store1
2022-03-01,Product D,Books,289,8395.1,North,Store4
2022-03-01,Product A,Electronics,321,27653.22,West,Store5
2022-03-01,Product A,Electronics,297,8472.65,West,Store2
2022-03-01,Product B,Clothing,209,18666.85,North,Store5
2022-03-01,Product A,Electronics,337,9179.39,East,Store1
2022-03-02,Product C,Food,239,20226.01,South,Store5
2022-03-02,Product A,Electronics,318,15917.1,South,Store1
2022-03-02,Product E,Toys,259,11905.42,West,Store2
2022-03-02,Product E,Toys,322,21805.47,West,Store1
2022-03-02,Product C,Food,171,6529.05,South,Store3
2022-03-02,Product C,Food,301,24305.01,North,Store3
2022-03-03,Product B,Clothing,131,7615.77,East,Store2
2022-03-03,Product D,Books,221,21313.66,North,Store5
2022-03-03,Product C,Food,199,18738.39,East,Store4
2022-03-03,Product E,Toys,232,13533.64,East,Store2
2022-03-03,Product E,Toys,235,17297.81,North,Store4
2022-03-03,Product C,Food,329,21870.13,South,Store4
2022-03-03,Product B,Clothing,228,19574.69,South,Store3
2022-03-04,Product B,Clothing,225,9815.01,North,Store2
2022-03-04,Product E,Toys,278,11265.96,West,Store4
2022-03-04,Product D,Books,276,7999.68,North,Store5
2022-03-04,Product D,Books,138,5278.0,North,Store2
2022-03-04,Product B,Clothing,289,23581.12,North,Store2
2022-03-04,Product C,Food,240,19786.09,South,Store3
2022-03-05,Product B,Clothing,352,28629.04,South,Store1
2022-03-05,Product B,Clothing,285,25519.12,North,Store5
2022-03-05,Product A,Electronics,278,9528.64,North,Store3
2022-03-06,Product A,Electronics,474,24303.16,North,Store1
2022-03-06,Product A,Electronics,323,17524.68,East,Store1
2022-03-06,Product A,Electronics,445,9463.23,West,Store4
2022-03-06,Product C,Food,281,25976.2,North,Store4
2022-03-07,Product A,Electronics,295,14560.16,South,Store1
2022-03-07,Product D,Books,455,25203.72,West,Store2
2022-03-07,Product D,Books,345,21804.33,South,Store2
2022-03-07,Product C,Food,411,25743.65,North,Store2
2022-03-07,Product C,Food,301,29991.17,East,Store4
2022-03-07,Product D,Books,310,8401.43,North,Store5
2022-03-07,Product E,Toys,327,20557.25,South,Store1
2022-03-08,Product A,Electronics,221,6538.58,East,Store5
2022-03-08,Product D,Books,312,29377.94,West,Store1
2022-03-08,Product A,Electronics,305,12371.95,West,Store1
2022-03-08,Product E,Toys,351,30215.98,South,Store4
2022-03-08,Product B,Clothing,303,15293.25,South,Store3
2022-03-08,Product A,Electronics,279,17940.87,East,Store3
2022-03-09,Product B,Clothing,135,8269.34,East,Store3
2022-03-09,Product D,Books,224,21156.27,South,Store2
2022-03-09,Product E,Toys,266,13419.66,West,Store2
2022-03-09,Product C,Food,209,5532.97,North,Store3
2022-03-09,Product B,Clothing,292,9432.56,East,Store2
2022-03-09,Product D,Books,278,18351.63,North,Store1
2022-03-10,Product A,Electronics,323,10977.83,East,Store3
2022-03-10,Product A,Electronics,281,24170.51,North,Store5
2022-03-10,Product B,Clothing,279,15233.35,North,Store4
2022-03-10,Product B,Clothing,256,10808.37,East,Store5
2022-03-10,Product C,Food,330,10613.46,East,Store5
2022-03-10,Product C,Food,314,11097.58,North,Store2
2022-03-11,Product C,Food,304,10230.57,North,Store1
2022-03-11,Product D,Books,279,21029.04,West,Store1
2022-03-11,Product D,Books,294,20772.62,West,Store1
2022-03-12,Product D,Books,243,17607.27,South,Store2
2022-03-12,Product E,Toys,271,9639.42,East,Store3
2022-03-12,Product D,Books,327,19139.57,East,Store5
2022-03-12,Product E,Toys,249,5362.31,East,Store5
2022-03-12,Product B,Clothing,148,11022.74,West,Store5
2022-03-12,Product A,Electronics,325,22861.77,North,Store2
2022-03-12,Product E,Toys,253,24481.83,West,Store1
2022-03-13,Product D,Books,295,12178.05,North,Store2
2022-03-13,Product D,Books,324,23372.34,East,Store1
2022-03-13,Product E,Toys,371,19128.06,South,Store2
2022-03-13,Product E,Toys,358,34162.68,South,Store4
2022-03-13,Product E,Toys,307,13001.27,South,Store2
2022-03-13,Product D,Books,373,22244.29,West,Store3
2022-03-13,Product A,Electronics,369,25503.32,West,Store5
2022-03-14,Product E,Toys,330,7862.73,West,Store1
2022-03-14,Product C,Food,418,11883.49,North,Store5
2022-03-14,Product D,Books,393,31047.26,South,Store4
2022-03-15,Product D,Books,327,15822.65,South,Store5
2022-03-15,Product E,Toys,419,17264.36,South,Store4
2022-03-15,Product A,Electronics,396,17279.69,West,Store1
2022-03-15,Product A,Electronics,297,8824.14,South,Store4
2022-03-15,Product A,Electronics,334,23885.12,South,Store2
2022-03-16,Product B,Clothing,239,16287.98,North,Store4
2022-03-16,Product B,Clothing,239,22524.96,East,Store1
2022-03-16,Product A,Electronics,215,10767.08,South,Store4
2022-03-16,Product B,Clothing,286,11227.05,North,Store4
2022-03-16,Product C,Food,265,24102.81,West,Store5
2022-03-17,Product D,Books,251,23472.04,South,Store5
2022-03-17,Product E,Toys,299,10299.82,West,Store3
2022-03-17,Product C,Food,360,14956.74,West,Store5
2022-03-18,Product D,Books,264,22551.63,East,Store3
2022-03-18,Product D,Books,264,17748.14,West,Store3
2022-03-18,Product C,Food,333,10697.81,South,Store4
2022-03-18,Product A,Electronics,217,12352.64,West,Store1
2022-03-18,Product D,Books,272,21247.81,North,Store4
2022-03-18,Product C,Food,313,11369.05,South,Store5
2022-03-18,Product C,Food,227,7954.53,North,Store5
2022-03-19,Product B,Clothing,485,42290.6,West,Store1
2022-03-19,Product A,Electronics,347,16015.62,East,Store3
2022-03-19,Product E,Toys,374,11211.44,East,Store5
2022-03-19,Product D,Books,383,25830.88,North,Store5
2022-03-20,Product B,Clothing,278,23222.95,West,Store1
2022-03-20,Product D,Books,417,25357.26,East,Store5
2022-03-20,Product B,Clothing,447,30520.72,South,Store2
2022-03-20,Product C,Food,448,18630.37,West,Store3
2022-03-20,Product A,Electronics,304,22992.51,West,Store2
2022-03-20,Product E,Toys,373,30992.27,West,Store3
2022-03-20,Product E,Toys,332,18167.55,South,Store4
2022-03-21,Product C,Food,358,28170.76,South,Store5
2022-03-21,Product A,Electronics,362,19439.34,West,Store4
2022-03-21,Product C,Food,370,35529.26,North,Store1
2022-03-22,Product E,Toys,389,26031.23,South,Store1
2022-03-22,Product C,Food,437,19183.45,North,Store3
2022-03-22,Product B,Clothing,333,16700.99,West,Store5
2022-03-22,Product D,Books,380,32000.36,South,Store5
2022-03-22,Product D,Books,352,19341.72,North,Store4
2022-03-22,Product A,Electronics,442,14458.99,West,Store4
2022-03-23,Product D,Books,268,5647.35,West,Store4
2022-03-23,Product B,Clothing,247,9820.3,West,Store2
2022-03-23,Product B,Clothing,252,22070.96,South,Store4
2022-03-24,Product D,Books,254,17672.29,East,Store1
2022-03-24,Product E,Toys,142,6785.82,East,Store2
2022-03-24,Product C,Food,307,29800.97,East,Store5
2022-03-24,Product B,Clothing,287,20076.81,North,Store2
2022-03-24,Product E,Toys,291,11792.02,East,Store2
2022-03-25,Product A,Electronics,198,18961.05,West,Store1
2022-03-25,Product E,Toys,214,18842.55,East,Store1
2022-03-25,Product A,Electronics,210,20672.68,North,Store2
2022-03-25,Product D,Books,236,18083.93,North,Store2
2022-03-25,Product B,Clothing,259,15222.91,North,Store5
2022-03-26,Product E,Toys,394,31497.42,West,Store4
2022-03-26,Product C,Food,261,21637.49,West,Store5
2022-03-26,Product D,Books,291,18504.06,West,Store4
2022-03-26,Product E,Toys,245,9907.67,North,Store1
2022-03-26,Product B,Clothing,317,25378.5,North,Store2
2022-03-27,Product A,Electronics,308,15787.55,East,Store4
2022-03-27,Product A,Electronics,304,16806.87,East,Store4
2022-03-27,Product B,Clothing,334,9192.64,West,Store4
2022-03-27,Product A,Electronics,438,36718.91,East,Store2
2022-03-27,Product B,Clothing,399,22267.49,South,Store4
2022-03-27,Product B,Clothing,386,35701.7,South,Store3
2022-03-28,Product D,Books,316,28920.06,West,Store3
2022-03-28,Product E,Toys,318,17561.83,South,Store3
2022-03-28,Product A,Electronics,345,33592.69,East,Store5
2022-03-29,Product E,Toys,326,32523.8,South,Store3
2022-03-29,Product C,Food,431,32302.97,East,Store1
2022-03-29,Product D,Books,401,10567.36,North,Store3
2022-03-29,Product E,Toys,388,18215.53,North,Store4
2022-03-29,Product B,Clothing,386,38231.46,South,Store4
2022-03-29,Product D,Books,351,15838.83,West,Store2
2022-03-29,Product C,Food,375,14830.2,West,Store2
2022-03-30,Product E,Toys,361,28581.71,South,Store2
2022-03-30,Product C,Food,309,22276.37,West,Store1
2022-03-30,Product E,Toys,339,13667.8,North,Store4
2022-03-31,Product B,Clothing,331,8464.1,East,Store1
2022-03-31,Product D,Books,215,8207.49,West,Store3
2022-03-31,Product D,Books,254,12402.88,North,Store3
2022-03-31,Product A,Electronics,293,12984.5,South,Store4
2022-03-31,Product D,Books,289,24008.9,North,Store2
2022-03-31,Product C,Food,296,27402.38,East,Store3
2022-03-31,Product C,Food,264,15002.77,West,Store5
2022-04-01,Product C,Food,213,16867.97,South,Store1
2022-04-01,Product C,Food,236,23086.02,East,Store2
2022-04-01,Product C,Food,285,12118.68,East,Store4
2022-04-01,Product E,Toys,214,13536.76,West,Store1
2022-04-01,Product A,Electronics,239,10540.19,East,Store5
2022-04-02,Product A,Electronics,352,8395.7,West,Store4
2022-04-02,Product B,Clothing,256,18796.64,South,Store1
2022-04-02,Product E,Toys,274,14887.68,East,Store2
2022-04-02,Product E,Toys,339,20921.61,North,Store4
2022-04-02,Product E,Toys,253,6959.67,North,Store1
2022-04-03,Product C,Food,388,21120.47,West,Store4
2022-04-03,Product A,Electronics,489,23112.71,West,Store5
2022-04-03,Product E,Toys,416,31703.65,West,Store4
2022-04-03,Product D,Books,442,17120.76,West,Store5
2022-04-03,Product C,Food,376,25587.58,East,Store1
2022-04-03,Product A,Electronics,362,15029.05,South,Store1
2022-04-04,Product D,Books,392,22567.97,North,Store5
2022-04-04,Product E,Toys,311,21416.21,North,Store4
2022-04-04,Product A,Electronics,378,23181.16,South,Store1
2022-04-04,Product A,Electronics,366,30819.71,North,Store2
2022-04-04,Product C,Food,344,8101.55,North,Store1
2022-04-05,Product E,Toys,356,16951.96,East,Store1
2022-04-05,Product E,Toys,298,16702.23,East,Store5
2022-04-05,Product A,Electronics,319,16329.54,East,Store4
2022-04-06,Product D,Books,336,24853.46,North,Store5
2022-04-06,Product B,Clothing,305,22852.79,South,Store4
2022-04-06,Product A,Electronics,267,15085.21,South,Store5
2022-04-06,Product C,Food,354,32577.1,West,Store2
2022-04-06,Product C,Food,407,19691.35,East,Store2
2022-04-06,Product E,Toys,243,16400.77,South,Store2
2022-04-06,Product C,Food,368,34247.17,North,Store4
2022-04-07,Product B,Clothing,220,13727.85,East,Store2
2022-04-07,Product A,Electronics,289,16157.48,East,Store5
2022-04-07,Product B,Clothing,369,34247.17,South,Store1
